"movieCd","movieNm","openDt","showTm","director","actors","genres","watchGradeNm","posterUrl","overview"
"20158150","워크래프트: 전쟁의 서막","20160609","122","던칸 존스","트래비스 핌멜, 벤 포스터, 폴라 패튼, 도미닉 쿠퍼, 클랜시 브라운, 토비 켑벨","Action, Adventure, Fantasy","12세이상관람가","https://image.tmdb.org/t/p/w500/nZIIOs06YigBnvmlJ2hxZeA8eTO.jpg","The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home."
"20162941","컨저링 2","20160609","131","제임스 완","베라 파미가, 패트릭 윌슨, 프란카 포텐테, 프란시스 오코너, 스털링 제린스","Horror","15세이상관람가","https://image.tmdb.org/t/p/w500/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg","Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits."
"20159645","특별수사: 사형수의 편지","20160616","120","권종관","김명민, 김상호, 성동일, 김영애, 김향기, 김뢰하, 박수영, 박혁권, 최병모, 오민석, 이지훈, 박지환, 민진웅, 곽자형, 신구, 이한위, 이문식, 김명국, 정택호, 차상민, 이성욱, 이승훈, 홍기준","Crime, Comedy, Drama","15세이상관람가","https://image.tmdb.org/t/p/w500/3y0Lu0mnpflxOcmqJFBSfqAAKq8.jpg","A disgraced ex-cop, seeking revenge on his treacherous ex-partner, sticks his nose into a high-profile murder case. But in the process, he finds himself in conflict with much more powerful and dangerous forces."
"20150385","닌자터틀 : 어둠의 히어로","20160616","112","데이브 그린","메간 폭스, 스티븐 아멜, 로라 린니","Action, Adventure, Comedy, Family, Science Fiction","12세이상관람가","https://image.tmdb.org/t/p/w500/euVaCiCWz3AALcQXHT6aUqdGUo6.jpg","After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang."
"20163164","본 투 비 블루","20160609","97","로버트 뷔드로","에단 호크, 카르멘 에조고","Drama, Music","청소년관람불가","https://image.tmdb.org/t/p/w500/iEdh2CkSyDXBTAPlNS6uLF9yTTH.jpg","Jazz legend Chet Baker finds love and redemption when he stars in a movie about his own troubled life to mount a comeback."
"20150782","인디펜던스 데이 : 리써전스","20160622","119","롤랜드 에머리히","빌 풀만, 리암 헴스워스, 제프 골드블럼, 비비카 A. 폭스, 제시 어셔","Action, Adventure, Science Fiction","12세이상관람가","https://image.tmdb.org/t/p/w500/9S50foUIYGwiNPWOxi1WJF6IPwI.jpg","We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction."
"20140704","비밀은 없다","20160623","102","이경미","손예진, 김주혁, 신지훈, 김소희, 최유화, 최은영, 장재우, 장한승, 이민아, 이상희, 예수정, 손성찬, 유재명, 강덕중, 설창희","Thriller, Drama","청소년관람불가","https://image.tmdb.org/t/p/w500/ojx53H3hG13QuGWwMfN8ocgWJhd.jpg","For 15 days, a politician and his wife navigate a scandal after their daughter goes missing on the eve of the national elections."
"20163202","크리미널","20160622","111","아리엘 브로멘","라이언 레이놀즈, 케빈 코스트너, 게리 올드만, 토미 리 존스, 갤 가돗","Action, Crime, Science Fiction","15세이상관람가","https://image.tmdb.org/t/p/w500/lm0NlIsgGDqdx7CGFCDDJo1ptgh.jpg","CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III."
"20150972","굿바이 싱글","20160629","119","김태곤","김혜수, 마동석, 김현수, 김용건, 서현진, 곽시양, 전석호, 황미영, 이수경, 안재홍, 김고은, 이미도, 이성민, 박지영, 정원중, 황승언, 배유람, 이형미, 정준화, 유성진, 윤환, 최문석, 홍민희, 김근영, 목규리, 이선빈, 강찬희, 송철호, 임영우, 이지혜","Drama, Comedy, Action","15세이상관람가","https://image.tmdb.org/t/p/w500/rZad8kOKwzOtOwSMQi6EiI4Oxbk.jpg","An aging actress is desperate to become a mother. In menopause and too controversial for legal adoption, she decides to illegally adopt from a pregnant teenager while publicly faking pregnancy. The ensuing media circus at first revitalizes her career but then threatens to grow out of control and destroy everything she cares about."
"20163661","레전드 오브 타잔","20160629","109","데이빗 예이츠","알렉산더 스카스가드, 마고 로비, 크리스토프 왈츠, 사무엘 L. 잭슨, 디몬 하운수, 존 허트, 짐 브로드벤트","Fantasy, Action, Adventure","12세이상관람가","https://image.tmdb.org/t/p/w500/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment."
"20154906","사냥","20160629","92","이우철","안성기, 조진웅, 한예리, 권율, 손현주, 박병은, 예수정, 차순배, 허준석, 조대희, 심이영, 신재훈, 오주환, 이상화, 한동원, 권기하","Action, Thriller","15세이상관람가","https://image.tmdb.org/t/p/w500/oEsVRnapfthNZv6Pjueo47LAmho.jpg","When raw gold is discovered deep in the woods, a group of gold hunters arrive to mine it. Several neighbors in the area witness the hunters by chance and find themselves in danger. Among the witnesses, hunter Ki-sung risks his life to protect the other witnesses and engages the gold hunters in a cat-and-mouse game of death."
"20159644","봉이 김선달","20160706","120","박대민","유승호, 조재현, 고창석, 라미란, 시우민, 전석호, 서예지, 권태원, 연우진, 김정화, 한상우, 주영호, 박예슬, 박상현, 박진성, 유일한, 이선희, 이규형, 송재룡, 김승훈, 김경룡, 최정현, 조현식","History, Comedy","12세이상관람가","https://image.tmdb.org/t/p/w500/oCjK0920Xc9FO9yOXGusr11g3M9.jpg","In the late Joseon Dynasty, Bongyi Kim Seon-dal is the best conman who sells water from the Taedong River."
"20159058","도리를 찾아서","20160706","102","앤드류 스탠튼","엘렌 드제너스, 알버트 브룩스, 다이안 키튼","Adventure, Animation, Comedy, Family","전체관람가","https://image.tmdb.org/t/p/w500/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg","Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?"
"20150203","나우 유 씨 미 2","20160713","129","존 추","제시 아이젠버그, 마크 러팔로, 우디 해럴슨, 데이브 프랑코, 다니엘 래드클리프, 리지 캐플란, 주걸륜, 마이클 케인, 모건 프리먼","Thriller, Crime","12세이상관람가","https://image.tmdb.org/t/p/w500/A81kDB6a1K86YLlcOtZB27jriJh.jpg","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet."
"20156564","부산행","20160720","118","연상호","공유, 정유미, 마동석, 김수안, 최우식, 안소희, 김의성, 예수정, 박명신, 허성우, 김정희, 이주원, 김율호, 이영욱, 정용식, 전범준, 김찬호, 박민우, 박민혁, 임종훈, 박종관, 장문성, 박혜진, 손지훈, 손지훈, 연상호, 조춘호, 지동현, 윤미중, 이동하, 이윤상, 최창수, 편준의, 황유경, 최용훈, 김근영, 이주실, 김대현, 한지은, 이육헌, 김시우, 백인권, 차청화, 류성록, 주광현, 김태윤, 최은영","Horror, Thriller, Action, Adventure","15세이상관람가","https://image.tmdb.org/t/p/w500/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg","When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival."
"20165201","언더 워터","20160713","86","자움 콜렛 세라","블레이크 라이블리, 오스카 제나다","Action, Horror, Science Fiction","15세이상관람가","https://image.tmdb.org/t/p/w500/54hwLfOJONjqOFxGlEixpOHeEnx.jpg","In the near future, glacial melting has covered 98% of earth's landmass. Sharks have flourished and now dominate the planet, operating as one massive school led by a mutated alpha shark."
"20158982","트릭","20160713","94","이창열","이정진, 강예원, 김태훈, 선동혁, 이희진, 장윤정, 한성식, 박정환, 조호성, 주민구, 이상철, 이수진, 홍장현, 성빈우","Thriller, Drama","15세이상관람가","https://image.tmdb.org/t/p/w500/mcDgib4BIp6GVSHMqrIMlLnwOlW.jpg","Suk-Jin became a popular PD of a newsroom by breaking a story on unsanitary food, but the story turned out to be false. He then lost his job as a PD.Several years later, he comes back as a PD for a cultural division at a network. The new CEO of the broadcasting station privately asks Suk-Jin to make a documentary on a terminally ill man and his wife. The CEO promises to make him a director if the program receives high ratings"
"20163961","데몰리션","20160713","100","장 마크 발레","제이크 질렌할, 나오미 왓츠, 유다 르위스, 크리스 쿠퍼","Animation, Comedy, Science Fiction","청소년관람불가","https://image.tmdb.org/t/p/w500/4KfgyzCgJeG0XJDbqNztdP730Pv.jpg","A young, aspiring hero and superhero fan inadvertently unleashes a powerful new villain looking to rid the world of the Avengers."
"20161286","아이스 에이지: 지구 대충돌","20160720","94","마이크 트메이어","존 레귀자모, 레이 로마노, 제니퍼 로페즈, 아담 드바인, 제시 타일러 퍼거슨, 사이먼 페그, 멜리사 로치","Adventure, Animation, Family, Comedy, Science Fiction","전체관람가","https://image.tmdb.org/t/p/w500/dWyaaP1dmW5peBvgiVaugdRuyYD.jpg","Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations."
"20164521","극장판 요괴워치: 염라대왕과 5개의 이야기다냥!","20160720","93","타카하시 시게하루","토마츠 하루카, 유키 아오이, 세키 토모카즈, 코자쿠라 에츠코","Family, Animation, Adventure, Comedy, Fantasy","전체관람가","https://image.tmdb.org/t/p/w500/gFtIiiaYj4rASYmkefxOl1bM7BE.jpg","Nate, Whisper, Jibanyan, Hailey, USApyon, and all of their Yo-kai friends embark on five unique adventures that all end up tied together in the end."
"20165130","나의 산티아고","20160714","92","줄리아 폰 하인츠","카롤리네 슈허, 데비드 스트리에소브, 마르티나 게덱, 카타리나 탈바흐","Comedy, Drama, Family","12세이상관람가","https://image.tmdb.org/t/p/w500/mfALps3CfdqpK5gOtnFTzfQbrE3.jpg","Based on the book ""Ich bin dann mal weg"" by Hape Kerkeling where the author describes his journey on the Way of St. James, a pilgrimage route, and the people he encounters there."
"20166845","BIFAN2016 판타스틱 단편 걸작선 1","","85","데이비 포스","배우 정보 없음","장르 정보 없음","연령제한 정보 없음","포스터 정보 없음","줄거리 정보 없음"
"20156250","인천상륙작전","20160727","110","이재한","이정재, 이범수, 리암 니슨, 진세연, 정준호, 박철민, 김병옥, 이창세, 박정원, 션 리차드, 김희진, 진용욱, 성혁, 길금성, 김선아, 김영애, 박성웅, 추성훈, 김정철, 황석하, 박현선, 한비, 곽순우, 홍기준, 우도환, 윤수혁","History, Drama, War, Action","12세이상관람가","https://image.tmdb.org/t/p/w500/kHnmjA8w4wf4fLsPB9Wmhy2qqTy.jpg","A squad of soldiers fight in the Korean War's crucial Battle of Incheon."
"20161907","제이슨 본","20160727","123","폴 그린그래스","맷 데이먼, 줄리아 스타일즈, 토미 리 존스, 뱅상 카셀, 알리시아 비칸데르","Action, Thriller","15세이상관람가","https://image.tmdb.org/t/p/w500/ziU0b3hRM6raH1u4wym02EYMLZ6.jpg","The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past."
"20165561","빅","20160727","91","트레버 월","배우 정보 없음","Drama","전체관람가","https://image.tmdb.org/t/p/w500/93Df7Fcu381mZ1mKDyTP5zBLGID.jpg","On a winter morning on the way to work, Kiyoung finds Gilho sleeping on the wooden bench in front of his house. Gilho is a teenager who has run away from home because he can no longer face the domestic violence he suffers there. Kiyoung lets Gilho stay in his house for a few days and Gilho comes to trust Kiyoung. However, as Gilho′s friends visit, conflicts happen between Kiyoung and Gilho."
"20150979","덕혜옹주","20160803","126","허진호","손예진, 박해일, 윤제문, 라미란, 정상훈, 박수영, 김소현, 박주미, 안내상, 김재욱, 금새록, 김승훈, 김인우, 백윤식, 김대명, 고수, 김기천, 김정희, 박윤식, 박지수, 송민수, 송창현, 신동주, 오세영, 이경훈, 이명규, 이상진, 이승진, 최영빈, 최일순, 최정순, 한동훈, 함성원, 홍은지, 김무규, 김기정, 차지원, 곽자형, 김나연, 신정섭, 김용호, 박혜영","Action, Drama, History","12세이상관람가","https://image.tmdb.org/t/p/w500/sLPHjuCySL3re0qtdz3XJQdx61I.jpg","Under the oppressive Japanese colonial rule, Deok-hye, the last Princess of the declining Joseon Dynasty, is forced to move to Japan. She spends her days missing home, while struggling to maintain dignity as a princess. After a series of failed tries, Deok-hye makes her final attempt to return home with help of her childhood sweetheart, Jang-han."
"20152963","수어사이드 스쿼드","20160803","122","데이비드 에이어","윌 스미스, 자레드 레토, 마고 로비, 스콧 이스트우드, 카라 델러비인, 제이 코트니, 조엘 킨나만, 비올라 데이비스, 제이 헤르난데즈, 애덤 비치, 카렌 후쿠하라, 커먼, 벤 애플렉","Action, Comedy, Adventure","15세이상관람가","https://image.tmdb.org/t/p/w500/q61qEyssk2ku3okWICKArlAdhBn.jpg","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese."
"20156082","마이펫의 이중생활","20160803","90","크리스 리노드","스티브 쿠건, 엘리 켐퍼, 레이크 벨, 데이너 카비, 케빈 하트","Adventure, Comedy, Animation, Family","전체관람가","https://image.tmdb.org/t/p/w500/5f8rTQq42nQVGGes9SCV9AnD0II.jpg","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
"20162002","명탐정 코난: 순흑의 악몽","20160803","111","시즈노 코분","배우 정보 없음","Animation, Mystery, Action, Crime","12세이상관람가","https://image.tmdb.org/t/p/w500/pXYeXuomi8EpXsXO4cvt5mdfSCD.jpg","On a dark night, the Japanese police is raided by a spy. Different countries' intelligence agencies - such as England's MI6, Germany's BDN, and America's CIA - as well as the FBI's secret files are going to be taken, but public safety officers lead by Tooru Amuro arrive just in time. The spy steals a car and escapes. The spy and Amuro are then locked in a dead heat on the highway, and just as it is about to cause an accident with multiple cars, the spy's car is hit by FBI agent Shuichi Akai's rifle bullet and falls of the roadway. The next day, Conan and his friends go to a newly-remodeled aquarium in Tokyo. Under the main attraction, a Ferris wheel, Conan finds an attractive woman alone and injured. Her left and right eyes are different colors."
"20154910","터널","20160810","126","김성훈","하정우, 배두나, 오달수, 김종수, 조현철, 이동진, 배유람, 임한빈, 정민희, 송민석, 윤성민, 이상희, 최춘범, 권승구, 진용욱, 이한서, 예수정, 서현우, 김수진, 윤돈선, 주석태, 강신철, 한수현, 김승훈, 이상희, 이문석, 양지수, 김선경","Thriller, Drama","12세이상관람가","https://image.tmdb.org/t/p/w500/rLTYM8HeUo4YhgAlU888XEU8LMS.jpg","A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help."
"20150968","국가대표 2","20160810","125","김종현","수애, 오달수, 오연서, 하재숙, 김슬기, 김예원, 진지희, 이봉련, 조희봉, 김응수, 임진영, 박진하, 전송이, 방추성, 백상훈, 서은정, 조규영, 안승호, 조수지, 조희윤, 이경선, 이민지, 이선미, 이영화, 함지후, 곽지유, 최병모, 윤경호, 정태야, 배서하","Drama","12세이상관람가","https://image.tmdb.org/t/p/w500/135m1ssNL3thonQ1PygUg559nJR.jpg","In 2003 the year of Aomori Asian Games, Dae-woong, a former ice hockey player receives an offer to be a director of Korean national ice hockey team. Before he enjoys the moment, realizes it is a woman national team with bunch of losers; a figure skating player who wants to get married by becoming a national team, a former field hockey player, now a fat housewife, and an expelled short track skater. As an ace player, Ji-won, a former national team player of North Korea, joins the team. But they still have hope as only 5 teams participating this year. With the great victory of first match, they feel the medal is closer, yet Ji-won meets her sister left in North Korea alone as a next opponent..."
"20165961","슈퍼 프렌즈","20160810","82","이원재","변현우, 김지혜, 박조호, 서지연, 남도형, 홍진욱, 김승태, 오인성, 유지현, 이세은","Family, Animation","전체관람가","https://image.tmdb.org/t/p/w500/9WPMI8PSGrzKZfFSEHxLDHht61Q.jpg","Lowly theme park mechanic Sam dreams about his childhood sweetheart Sue. With the mistaken belief that only a bling ring can win the girl of his dreams, Sam plans the most perfect night to propose to his one true love. But when super villain Oscar shows up with his own evil ring that could destroy the city, Sam’s plans are thrown into utter disarray. Mistaking each other’s rings for their own, Sam teams up with his robot super heroes to track down his engagement ring and save the city… learning that it’s not about the size of the bling, but the size of your heart."
"20150567","스타트렉 비욘드","20160817","122","저스틴 린","크리스 파인, 사이먼 페그, 조 샐다나, 재커리 퀸토, 칼 어번, 안톤 옐친, 존 조, 이드리스 엘바, 소피아 부텔라","Action, Adventure, Science Fiction","12세이상관람가","https://image.tmdb.org/t/p/w500/cnQp8GmOWahIgQaH60Kwez3TNzw.jpg","The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test."
"20148460","서울역","20160817","92","연상호","류승룡, 심은경, 이준, 오윤석, 서호철, 이상희, 연상호, 연상호, 연상호, 연상호, 이건우, 이동하, 최길수, 이상희","Animation, Horror, Science Fiction, Action, Thriller","15세이상관람가","https://image.tmdb.org/t/p/w500/vJgRo5EJMYPzBcljlIlUxBAlucL.jpg","In this animated prequel to ""Train to Busan,"" a group of survivors deals with a zombie pandemic that unleashes itself in downtown Seoul."
"20165281","마이 리틀 자이언트","20160810","117","스티븐 스필버그","마크 라이런스, 레베카 홀, 빌 헤이더, 제메인 클레멘트, 매트 프류어, 라프 스팰, 아담 가들리, 헤이그 수더랜드, 마이클 아담스웨이트","Adventure, Family, Fantasy","전체관람가","https://image.tmdb.org/t/p/w500/vssXmCrfCiARkQ0512oG0wjh2h9.jpg","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world."
"20163217","라이트 아웃","20160824","80","데이비드 F. 샌드버그","테레사 팔머, 알리시아 벨라 베일리, 가브리엘 베이트먼, 알렉산더 디퍼시아","Horror","15세이상관람가","https://image.tmdb.org/t/p/w500/pOvxddYJScB3PMmaHp2ZnLChhrD.jpg","Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother."
"20162404","고스트버스터즈","20160825","116","폴 페이그","멜리사 맥카시, 크리스 헴스워스, 크리스틴 위그, 케이트 맥키넌, 레슬리 존스","Fantasy, Adventure, Comedy","12세이상관람가","https://image.tmdb.org/t/p/w500/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg","When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age."
"20166901","플로렌스","20160824","110","스티븐 프리어스","메릴 스트립, 휴 그랜트","Comedy, Drama","15세이상관람가","https://image.tmdb.org/t/p/w500/qciyu815r7vQ4d9usO3QLww3HVt.jpg","The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice."
"20150901","올레","20160825","103","채두병","신하균, 박희순, 오만석, 유다인, 변준석, 장성범, 전배수, 이형섭, 양희선, 이현주","Drama, Comedy","15세이상관람가","https://image.tmdb.org/t/p/w500/k99YLo6oHZeixyr4AqgDJEhve50.jpg","Three friends from college are now on the brink of turning 40. To attend a funeral on Jeju Island, they go on an unexpected trip as a getaway and wind up at a guest house, where water shimmers, wind blows, and pretty women are seductive, inviting the trio back to their 20s."
"20167261","메카닉: 리크루트","20160831","97","데니스 간젤","제이슨 스타뎀, 제시카 알바, 토미 리 존스, 양자경","Action, Crime, Thriller","15세이상관람가","https://image.tmdb.org/t/p/w500/8L4Nf2R1Dkph2EYhOmbnXbBoLUF.jpg","Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents."
"20167563","이퀄스","20160831","101","드레이크 도리머스","니콜라스 홀트, 크리스틴 스튜어트","Drama, Romance, Science Fiction","15세이상관람가","https://image.tmdb.org/t/p/w500/vP1i0dddTbLL3pyddrSCPnJa8S7.jpg","A futuristic love story set in a world where emotions have been eradicated."
"20159646","밀정","20160907","139","김지운","송강호, 공유, 한지민, 츠루미 신고, 엄태구, 신성록, 서영주, 정유안, 이수광, 고준, 최유화, 허성태, 김동영, 곽자형, 조영규, 이병헌, 박민우, 이진한, 이진한, 임서영, 임서영, 전수빈, 조권수, 조윤담, 이승진, 하민, 노준표, 김정우, 김태준, 오하늬, 원진아, 전여빈, 주석태, 금새록, 전배수, 옥자연, 홍인, 백인권, 이상희, 최희도, 양도현, 이동진, 이상희","Action, Thriller","15세이상관람가","https://image.tmdb.org/t/p/w500/fdmbC7BRAvDfgzPtfk9tNqn8QNx.jpg","Set in the late 1920s, The Age of Shadows follows the cat-and-mouse game that unfolds between a group of resistance fighters trying to bring in explosives from Shanghai to destroy key Japanese facilities in Seoul, and Japanese agents trying to stop them."
"20159648","고산자, 대동여지도","20160907","129","강우석","차승원, 유준상, 김인권, 남지현, 한희경, 신동미, 남경읍, 태인호, 공형진, 김종수, 김율호, 이형길, 임경욱, 박선용, 박상훈, 박정호, 박진영, 백동현, 송민석, 송원종, 양해길, 양희정, 전수정, 전호근, 정명수, 정봉연, 정진근, 노경섭, 윤성민, 윤준호, 이덕형, 이문형, 이성원, 이수민, 이윤상, 지동주, 지현준, 최은식, 최한기, 한명철, 홍광표, 홍대영, 노남석, 정준용, 김기정, 오희준, 손성찬, 정종열, 곽수정, 김시우, 차청화, 임용순, 박기륭, 박소영, 추연규, 여민구, 이승철","History, Drama","전체관람가","https://image.tmdb.org/t/p/w500/mf2xnU711nKgkhw2npBEaT3NKkC.jpg","Kim Jeong-ho's father died due to an erroneous map. Because of this, Kim Jeong-ho has a strong desire to make his own map. He begins a complete block map of Joseon."
"20162968","거울나라의 앨리스","20160907","112","제임스 보빈","조니 뎁, 앤 해서웨이, 미아 와시코브스카, 헬레나 본햄 카터, 사챠 바론 코헨, 알란 릭맨, 마이클 쉰, 앤드류 스캇","Adventure, Family, Fantasy","12세이상관람가","https://image.tmdb.org/t/p/w500/4g043PWVXkjHkxEEsEfwuAxlM8i.jpg","Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter."
"20166541","달빛궁궐","20160907","80","김현주","김서영, 이하늬, 권율, 김슬기, 신용우, 이장원, 시영준, 이상범, 이현, 강시현, 문유정, 정주원, 신경선, 이유리","Family, Adventure, Animation, Fantasy","전체관람가","https://image.tmdb.org/t/p/w500/kY7oXja73YYCrBGW3mK7uNZwr51.jpg","13 year-old girl Hyunjuli participates in a children’s Korean traditional play rehearsal in Changdeokgung Palace and accidentally falls into another world ? the Moonlit Palace. The Moonlit Palace is a fantasy world of mysterious spirits and gods, where a dragon or talking mushrooms are nothing out of ordinary. Meeting new friends, Mr. Squirrel and the warrior Won, Hyunjuli explores this strange yet wonderful world to find a way back home. However, due to the trick of the Blossom Lady, who tries to rule this Moonlit World, Hyunjuli and friends fall into trouble. Will Hyunjuli be able to help her new friends to save their world and return home safely?"
"20166721","장난감이 살아있다","20160907","91","후안 호세 캄파넬라","니콜라스 홀트, 아리아나 그란데, 케이티 홈즈, 루퍼트 그린트","Animation, Adventure, Romance","전체관람가","https://image.tmdb.org/t/p/w500/tJL0oyVmrwSpULCAGaTqs9VMTdM.jpg","All seems well for Amadeo, a shy but talented foosball player who's in love with the free-spirited Laura. Trouble strikes when Grosso, the world's best soccer player, returns home with plans to destroy the village and turn it into a new sports stadium. When Grosso kidnaps Laura, Amadeo receives the ultimate surprise when the figurines from his foosball table spring to life to help him save his beloved and reclaim the town."
"20165941","로빈슨 크루소","20160907","89","벤 스타센","마티아스 슈바이그호퍼, 데이비드 하워드, 콜린 메츠거, 라일라 베르진, 조이 카멘, 마리브 헤링턴","Science Fiction, Adventure","전체관람가","https://image.tmdb.org/t/p/w500/a3MBNEoquGKZT5UYbq9o509dzTV.jpg","Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food and companionship on the lifeless planet."
"20167839","벤허","20160914","123","티무르 베크맘베토브","잭 휴스턴, 토비 켑벨, 모건 프리먼, 로드리고 산토로, 할룩 빌기너, 요한 필리프 아스베크, 모이세스 아리아스, 아예렛 주러, 소피아 블랙 디엘리아, 제임스 코스모, 다토 바크하제, 자레스 J. 메즈","History, Drama, Adventure, Action","12세이상관람가","https://image.tmdb.org/t/p/w500/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg","In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners."
"20163294","매그니피센트 7","20160914","132","안톤 후쿠아","덴젤 워싱턴, 크리스 프랫, 이병헌, 에단 호크, 맷 보머, 빈센트 도노프리오, 해일리 베넷, 캠 지갠뎃","Adventure, Action, Western","15세이상관람가","https://image.tmdb.org/t/p/w500/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg","Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly."
"20167154","드림 쏭","20160914","89","애쉬 브래넌","J.K. 시몬스, 루크 윌슨, 에디 이자드, 맷 딜런","Animation, Comedy, Music, Family","전체관람가","https://image.tmdb.org/t/p/w500/kETYRGA15L0wkVPugSl8lKmSgFn.jpg","When Bodi and his band 'True Blue' leave Snow Mountain to tour with pop sensation Lil' Foxy, they learn that fame comes at a price."
"20168721","아이엠스타 뮤직어워드","20160914","56","와타다 신야","김새해, 김영은, 정유미, 정혜원, 소연","장르 정보 없음","전체관람가","https://image.tmdb.org/t/p/w500/1IhETbvRelr5h1T6CfP1JPtayeS.jpg",""
"20169122","아이 엠 어 히어로","20160921","126","사토 신스케","오오이즈미 요, 아리무라 카스미, 나가사와 마사미","Action, Adventure, Science Fiction, Fantasy","청소년관람불가","https://image.tmdb.org/t/p/w500/lyqkQ6y7d4YGVQrRjtmGTRMVcDY.jpg","A middle-aged office worker encounters aliens and is gifted with alien technology and limitless powers."
"20168885","브리짓 존스의 베이비","20160928","122","샤론 맥과이어","르네 젤위거, 콜린 퍼스, 패트릭 뎀시","Drama, Comedy, Romance","15세이상관람가","https://image.tmdb.org/t/p/w500/5hHomngoPZrNoXOPlyaHV6eXaQW.jpg","After breaking up with Mark Darcy five years earlier, Bridget Jones' happily-ever-after hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. Then her love life takes a turn - while a weekend away at a music festival, she meets a dashing American named Jack, who is everything Mark is not, and spends a night with him. A week later, she runs into newly-separated Mark, and has a one-night dalliance. In an unlikely twist, she finds herself pregnant, but with one hitch - she's not sure of the identity of her baby's father - Mark or Jack."
